n,hugo_symbol_a,entrez_gene_id_a,hugo_symbol_b,entrez_gene_id_b,spearmancorr,spearmanp,pearsoncorr,pearsonp,spearmancorrsquare,pearsoncorrsquare,cancer_type,dataset_name,is_oncogene_a,is_tumor_suppressor_gene_a,is_oncogene_b,is_tumor_suppressor_gene_b
48,A1BG,1,ARHGEF2,9181,-0.162,0.272,-0.213,0.146,0.026,0.045,DLBC,cBioPortal,,,,
48,A1BG,1,ARHGEF3,50650,-0.319,0.027,-0.295,0.042,0.102,0.087,DLBC,cBioPortal,,,,
48,A1BG,1,ARHGEF35,445328,-0.294,0.042,-0.265,0.068,0.086,0.07,DLBC,cBioPortal,,,,
48,A1BG,1,ARHGEF6,9459,-0.461,0.001,-0.395,0.005,0.212,0.156,DLBC,cBioPortal,,,,
48,A1BG,1,ARID1A,8289,-0.476,0.001,-0.491,0,0.227,0.241,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ARID1B,57492,-0.461,0.001,-0.474,0.001,0.213,0.225,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ARID2,196528,-0.515,0,-0.473,0.001,0.265,0.224,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ARID3A,1820,-0.318,0.028,-0.328,0.023,0.101,0.107,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ARID3B,10620,-0.478,0.001,-0.476,0.001,0.228,0.226,DLBC,cBioPortal,,,Yes,No
48,A1BG,1,ARID3C,138715,-0.279,0.054,-0.251,0.086,0.078,0.063,DLBC,cBioPortal,,,No,No
48,A1BG,1,ARID4A,5926,-0.545,0,-0.558,0,0.297,0.312,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ARID4B,51742,-0.445,0.002,-0.409,0.004,0.198,0.167,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ARID5B,84159,-0.266,0.068,-0.277,0.056,0.071,0.077,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ARIH1,25820,-0.614,0,-0.526,0,0.377,0.277,DLBC,cBioPortal,,,,
48,A1BG,1,ARL10,285598,-0.337,0.019,-0.35,0.015,0.114,0.122,DLBC,cBioPortal,,,,
48,A1BG,1,ARL11,115761,-0.258,0.077,-0.308,0.033,0.066,0.095,DLBC,cBioPortal,,,,
48,A1BG,1,ARL13A,392509,-0.351,0.014,-0.306,0.034,0.123,0.094,DLBC,cBioPortal,,,,
48,A1BG,1,ARL13B,200894,-0.589,0,-0.575,0,0.347,0.33,DLBC,cBioPortal,,,,
48,A1BG,1,ARL1,400,-0.175,0.234,-0.277,0.057,0.031,0.076,DLBC,cBioPortal,,,,
48,A1BG,1,ARL15,54622,-0.549,0,-0.562,0,0.301,0.316,DLBC,cBioPortal,,,,
48,A1BG,1,ARL16,339231,0.452,0.001,0.471,0.001,0.204,0.222,DLBC,cBioPortal,,,,
48,A1BG,1,ARL17A,51326,-0.283,0.051,-0.302,0.037,0.08,0.091,DLBC,cBioPortal,,,,
48,A1BG,1,ARL17B,641522,-0.332,0.021,-0.3,0.038,0.111,0.09,DLBC,cBioPortal,,,,
48,A1BG,1,ARL2,402,0.234,0.109,0.211,0.151,0.055,0.044,DLBC,cBioPortal,,,,
48,A1BG,1,ARL3,403,0.065,0.659,0.215,0.142,0.004,0.046,DLBC,cBioPortal,,,,
48,A1BG,1,ARL4C,10123,-0.24,0.101,-0.242,0.098,0.058,0.059,DLBC,cBioPortal,,,,
48,A1BG,1,ARL5A,26225,-0.312,0.031,-0.203,0.166,0.097,0.041,DLBC,cBioPortal,,,,
48,A1BG,1,ARL5B,221079,-0.634,0,-0.549,0,0.402,0.301,DLBC,cBioPortal,,,,
48,A1BG,1,ARL6,84100,-0.21,0.151,-0.207,0.157,0.044,0.043,DLBC,cBioPortal,,,,
48,A1BG,1,ARL6IP1,23204,-0.341,0.018,-0.344,0.017,0.117,0.118,DLBC,cBioPortal,,,,
48,A1BG,1,ARL6IP4,51329,0.528,0,0.667,0,0.279,0.445,DLBC,cBioPortal,,,,
48,A1BG,1,ARL6IP6,151188,-0.547,0,-0.507,0,0.299,0.257,DLBC,cBioPortal,,,,
48,A1BG,1,ARMC10,83787,0.24,0.101,0.256,0.078,0.057,0.066,DLBC,cBioPortal,,,,
48,A1BG,1,ARMC1,55156,-0.565,0,-0.556,0,0.319,0.309,DLBC,cBioPortal,,,,
48,A1BG,1,ARMC3,219681,-0.227,0.12,-0.201,0.171,0.052,0.04,DLBC,cBioPortal,,,,
48,A1BG,1,ARMC5,79798,0.519,0,0.496,0,0.27,0.246,DLBC,cBioPortal,,,,
48,A1BG,1,ARMC6,93436,0.379,0.008,0.447,0.001,0.143,0.2,DLBC,cBioPortal,,,,
48,A1BG,1,ARMC7,79637,0.361,0.012,0.325,0.024,0.131,0.105,DLBC,cBioPortal,,,,
48,A1BG,1,ARMC8,25852,-0.348,0.015,-0.441,0.002,0.121,0.195,DLBC,cBioPortal,,,,
48,A1BG,1,ARMC9,80210,0.065,0.66,0.233,0.111,0.004,0.054,DLBC,cBioPortal,,,,
48,A1BG,1,ARMCX3,51566,-0.271,0.062,-0.313,0.03,0.074,0.098,DLBC,cBioPortal,,,,
48,A1BG,1,ARNT2,9915,-0.363,0.011,-0.27,0.063,0.132,0.073,DLBC,cBioPortal,,,,
48,A1BG,1,ARNT,405,-0.237,0.105,-0.304,0.036,0.056,0.092,DLBC,cBioPortal,,,No,No
48,A1BG,1,ARNTL2,56938,-0.475,0.001,-0.351,0.014,0.226,0.123,DLBC,cBioPortal,,,,
48,A1BG,1,ARNTL,406,-0.197,0.18,-0.202,0.169,0.039,0.041,DLBC,cBioPortal,,,,
48,A1BG,1,ARPC1A,10552,0.401,0.005,0.559,0,0.161,0.313,DLBC,cBioPortal,,,,
48,A1BG,1,ARPC1B,10095,0.499,0,0.397,0.005,0.249,0.158,DLBC,cBioPortal,,,,
48,A1BG,1,ARPC3,10094,0.52,0,0.56,0,0.271,0.313,DLBC,cBioPortal,,,,
48,A1BG,1,ARPC4,10093,0.468,0.001,0.434,0.002,0.219,0.189,DLBC,cBioPortal,,,,
48,A1BG,1,ARPC5L,81873,0.118,0.426,0.438,0.002,0.014,0.192,DLBC,cBioPortal,,,,
48,A1BG,1,ARPP19,10776,-0.539,0,-0.49,0,0.291,0.24,DLBC,cBioPortal,,,,
48,A1BG,1,ARRDC1,92714,0.327,0.023,0.343,0.017,0.107,0.118,DLBC,cBioPortal,,,,
48,A1BG,1,ARRDC2,27106,0.423,0.003,0.324,0.025,0.179,0.105,DLBC,cBioPortal,,,,
48,A1BG,1,ARRDC3,57561,-0.249,0.088,-0.21,0.153,0.062,0.044,DLBC,cBioPortal,,,,
48,A1BG,1,ARSB,411,-0.57,0,-0.417,0.003,0.324,0.174,DLBC,cBioPortal,,,,
48,A1BG,1,ARSJ,79642,-0.477,0.001,-0.465,0.001,0.228,0.216,DLBC,cBioPortal,,,,
48,A1BG,1,ARSK,153642,-0.401,0.005,-0.256,0.079,0.161,0.065,DLBC,cBioPortal,,,,
48,A1BG,1,ART3,419,-0.366,0.011,-0.202,0.168,0.134,0.041,DLBC,cBioPortal,,,,
48,A1BG,1,ARVCF,421,0.212,0.149,0.248,0.089,0.045,0.062,DLBC,cBioPortal,,,,
48,A1BG,1,ARX,170302,0.176,0.232,0.24,0.1,0.031,0.058,DLBC,cBioPortal,,,,
48,A1BG,1,AS3MT,57412,0.367,0.01,0.417,0.003,0.134,0.174,DLBC,cBioPortal,,,,
48,A1BG,1,ASAH1,427,-0.18,0.22,-0.241,0.098,0.032,0.058,DLBC,cBioPortal,,,,
48,A1BG,1,ASAH2,56624,-0.444,0.002,-0.412,0.004,0.197,0.17,DLBC,cBioPortal,,,,
48,A1BG,1,ASAH2B,653308,-0.459,0.001,-0.357,0.013,0.211,0.127,DLBC,cBioPortal,,,,
48,A1BG,1,ASAM,79827,-0.422,0.003,-0.4,0.005,0.178,0.16,DLBC,cBioPortal,,,,
48,A1BG,1,ASAP1,50807,-0.326,0.024,-0.334,0.02,0.106,0.112,DLBC,cBioPortal,,,,
48,A1BG,1,ASAP2,8853,-0.421,0.003,-0.444,0.002,0.178,0.197,DLBC,cBioPortal,,,,
48,A1BG,1,ASAP3,55616,0.259,0.076,0.33,0.022,0.067,0.109,DLBC,cBioPortal,,,,
48,A1BG,1,ASB13,79754,0.205,0.163,0.366,0.011,0.042,0.134,DLBC,cBioPortal,,,,
48,A1BG,1,ASB14,142686,-0.326,0.024,-0.278,0.056,0.106,0.077,DLBC,cBioPortal,,,,
48,A1BG,1,ASB1,51665,-0.102,0.492,0.246,0.092,0.01,0.06,DLBC,cBioPortal,,,,
48,A1BG,1,ASB16,92591,-0.375,0.009,-0.307,0.034,0.14,0.094,DLBC,cBioPortal,,,,
48,A1BG,1,ASB2,51676,0.311,0.031,0.348,0.015,0.097,0.121,DLBC,cBioPortal,,,,
48,A1BG,1,ASB3,51130,-0.545,0,-0.564,0,0.297,0.318,DLBC,cBioPortal,,,,
48,A1BG,1,ASB6,140459,0.417,0.003,0.4,0.005,0.174,0.16,DLBC,cBioPortal,,,,
48,A1BG,1,ASB7,140460,-0.514,0,-0.453,0.001,0.264,0.205,DLBC,cBioPortal,,,,
48,A1BG,1,ASCC1,51008,-0.221,0.131,-0.245,0.094,0.049,0.06,DLBC,cBioPortal,,,,
48,A1BG,1,ASCC2,84164,0.465,0.001,0.542,0,0.216,0.294,DLBC,cBioPortal,,,,
48,A1BG,1,ASCC3,10973,-0.441,0.002,-0.433,0.002,0.194,0.188,DLBC,cBioPortal,,,,
48,A1BG,1,ASH1L,55870,-0.45,0.001,-0.452,0.001,0.202,0.204,DLBC,cBioPortal,,,,
48,A1BG,1,ASH2L,9070,0.279,0.055,0.297,0.04,0.078,0.088,DLBC,cBioPortal,,,,
48,A1BG,1,ASL,435,0.38,0.008,0.348,0.015,0.144,0.121,DLBC,cBioPortal,,,,
48,A1BG,1,ASNA1,439,0.563,0,0.497,0,0.316,0.247,DLBC,cBioPortal,,,,
48,A1BG,1,ASNS,440,0.309,0.032,0.581,0,0.096,0.338,DLBC,cBioPortal,,,,
48,A1BG,1,ASPA,443,-0.137,0.355,-0.2,0.173,0.019,0.04,DLBC,cBioPortal,,,,
48,A1BG,1,ASPDH,554235,-0.232,0.113,0.277,0.057,0.054,0.077,DLBC,cBioPortal,,,,
48,A1BG,1,ASPH,444,-0.449,0.001,-0.41,0.004,0.202,0.168,DLBC,cBioPortal,,,,
48,A1BG,1,ASPHD1,253982,0.254,0.081,0.377,0.008,0.065,0.142,DLBC,cBioPortal,,,,
48,A1BG,1,ASPM,259266,-0.636,0,-0.539,0,0.405,0.29,DLBC,cBioPortal,,,,
48,A1BG,1,ASPSCR1,79058,0.636,0,0.631,0,0.405,0.398,DLBC,cBioPortal,,,No,No
48,A1BG,1,ASTN1,460,0.195,0.185,0.349,0.015,0.038,0.122,DLBC,cBioPortal,,,,
48,A1BG,1,ASTN2,23245,0.466,0.001,0.387,0.007,0.217,0.149,DLBC,cBioPortal,,,,
48,A1BG,1,ASXL2,55252,-0.585,0,-0.51,0,0.342,0.26,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ASZ1,136991,0.238,0.103,0.208,0.155,0.057,0.043,DLBC,cBioPortal,,,,
48,A1BG,1,ATAD1,84896,-0.321,0.026,-0.296,0.041,0.103,0.088,DLBC,cBioPortal,,,,
48,A1BG,1,ATAD2,29028,-0.367,0.01,-0.367,0.01,0.135,0.135,DLBC,cBioPortal,,,,
48,A1BG,1,ATAD2B,54454,-0.575,0,-0.539,0,0.33,0.29,DLBC,cBioPortal,,,,
48,A1BG,1,ATAD3A,55210,0.238,0.104,0.302,0.037,0.057,0.091,DLBC,cBioPortal,,,,
48,A1BG,1,ATAD3B,83858,0.242,0.097,0.228,0.119,0.059,0.052,DLBC,cBioPortal,,,,
48,A1BG,1,ATAD3C,219293,0.361,0.012,0.24,0.101,0.13,0.057,DLBC,cBioPortal,,,,
48,A1BG,1,ATAD5,79915,-0.713,0,-0.567,0,0.508,0.321,DLBC,cBioPortal,,,,
48,A1BG,1,ATCAY,85300,-0.152,0.304,0.289,0.046,0.023,0.083,DLBC,cBioPortal,,,,
48,A1BG,1,ATE1,11101,-0.546,0,-0.507,0,0.298,0.257,DLBC,cBioPortal,,,,
48,A1BG,1,ATF1,466,-0.549,0,-0.581,0,0.302,0.338,DLBC,cBioPortal,,,Yes,No
48,A1BG,1,ATF2,1386,-0.597,0,-0.559,0,0.357,0.313,DLBC,cBioPortal,,,,
48,A1BG,1,ATF3,467,-0.353,0.014,-0.278,0.055,0.125,0.078,DLBC,cBioPortal,,,,
48,A1BG,1,ATF4,468,0.201,0.17,0.286,0.049,0.041,0.082,DLBC,cBioPortal,,,,
48,A1BG,1,ATF6,22926,-0.55,0,-0.534,0,0.302,0.285,DLBC,cBioPortal,,,,
48,A1BG,1,ATF6B,1388,-0.162,0.272,-0.25,0.086,0.026,0.063,DLBC,cBioPortal,,,,
48,A1BG,1,ATF7,11016,-0.623,0,-0.595,0,0.389,0.354,DLBC,cBioPortal,,,,
48,A1BG,1,ATF7IP,55729,-0.514,0,-0.459,0.001,0.264,0.211,DLBC,cBioPortal,,,,
48,A1BG,1,ATG16L1,55054,-0.3,0.038,-0.344,0.017,0.09,0.118,DLBC,cBioPortal,,,,
48,A1BG,1,ATG2B,55102,-0.466,0.001,-0.432,0.002,0.217,0.186,DLBC,cBioPortal,,,,
48,A1BG,1,ATG4A,115201,0.09,0.543,0.206,0.161,0.008,0.042,DLBC,cBioPortal,,,,
48,A1BG,1,ATG4B,23192,0.54,0,0.535,0,0.292,0.286,DLBC,cBioPortal,,,,
48,A1BG,1,ATG4C,84938,-0.384,0.007,-0.417,0.003,0.148,0.174,DLBC,cBioPortal,,,,
48,A1BG,1,ATG4D,84971,0.6,0,0.546,0,0.36,0.298,DLBC,cBioPortal,,,,
48,A1BG,1,ATG7,10533,0.37,0.01,0.267,0.067,0.137,0.071,DLBC,cBioPortal,,,,
48,A1BG,1,ATG9A,79065,0.409,0.004,0.288,0.047,0.168,0.083,DLBC,cBioPortal,,,,
48,A1BG,1,ATIC,471,0.267,0.067,0.393,0.006,0.071,0.154,DLBC,cBioPortal,,,Yes,No
48,A1BG,1,ATL2,64225,-0.582,0,-0.547,0,0.339,0.299,DLBC,cBioPortal,,,,
48,A1BG,1,ATM,472,-0.446,0.001,-0.442,0.002,0.199,0.196,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ATOH8,84913,0.507,0,0.487,0,0.257,0.237,DLBC,cBioPortal,,,,
48,A1BG,1,ATOX1,475,0.498,0,0.367,0.01,0.248,0.135,DLBC,cBioPortal,,,,
48,A1BG,1,ATP10D,57205,-0.335,0.02,-0.335,0.02,0.112,0.112,DLBC,cBioPortal,,,,
48,A1BG,1,ATP11A,23250,-0.504,0,-0.499,0,0.254,0.249,DLBC,cBioPortal,,,,
48,A1BG,1,ATP11B,23200,-0.508,0,-0.512,0,0.258,0.263,DLBC,cBioPortal,,,,
48,A1BG,1,ATP11C,286410,-0.512,0,-0.309,0.032,0.262,0.096,DLBC,cBioPortal,,,,
48,A1BG,1,ATP13A2,23400,-0.221,0.131,-0.206,0.16,0.049,0.043,DLBC,cBioPortal,,,,
48,A1BG,1,ATP13A3,79572,-0.551,0,-0.523,0,0.303,0.273,DLBC,cBioPortal,,,,
48,A1BG,1,ATP1A1,476,-0.301,0.037,-0.236,0.106,0.091,0.056,DLBC,cBioPortal,,,Yes,Yes
48,A1BG,1,ATP1B1,481,-0.188,0.201,0.201,0.171,0.035,0.04,DLBC,cBioPortal,,,,
48,A1BG,1,ATP1B2,482,0.049,0.74,0.371,0.01,0.002,0.137,DLBC,cBioPortal,,,,
48,A1BG,1,ATP2A2,488,-0.622,0,-0.607,0,0.387,0.368,DLBC,cBioPortal,,,,
48,A1BG,1,ATP2B1,490,-0.484,0,-0.376,0.008,0.234,0.141,DLBC,cBioPortal,,,,
48,A1BG,1,ATP2B2,491,0.22,0.133,0.48,0.001,0.048,0.231,DLBC,cBioPortal,,,,
48,A1BG,1,ATP2B3,492,-0.064,0.667,0.342,0.017,0.004,0.117,DLBC,cBioPortal,,,No,No
48,A1BG,1,ATP2B4,493,-0.337,0.019,-0.307,0.034,0.114,0.094,DLBC,cBioPortal,,,,
48,A1BG,1,ATP2C1,27032,-0.539,0,-0.52,0,0.291,0.27,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5D,513,0.587,0,0.617,0,0.345,0.38,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5E,514,0.633,0,0.708,0,0.401,0.501,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5EP2,432369,0.509,0,0.579,0,0.259,0.335,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5F1,515,0.432,0.002,0.399,0.005,0.187,0.159,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5G1,516,0.413,0.003,0.319,0.027,0.171,0.102,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5G2,517,0.603,0,0.638,0,0.363,0.407,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5G3,518,0.288,0.047,0.323,0.025,0.083,0.104,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5H,10476,0.558,0,0.68,0,0.311,0.463,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5I,521,0.504,0,0.52,0,0.254,0.271,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5J2,9551,0.407,0.004,0.538,0,0.166,0.289,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5J,522,0.354,0.014,0.522,0,0.125,0.273,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5L,10632,0.586,0,0.679,0,0.344,0.461,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5L2,267020,0.521,0,0.583,0,0.272,0.34,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5O,539,0.498,0,0.613,0,0.248,0.375,DLBC,cBioPortal,,,,
48,A1BG,1,ATP5S,27109,0.385,0.007,0.517,0,0.148,0.267,DLBC,cBioPortal,,,,
48,A1BG,1,ATP6V0A2,23545,-0.391,0.006,-0.232,0.112,0.153,0.054,DLBC,cBioPortal,,,,
48,A1BG,1,ATP6V0B,533,0.461,0.001,0.359,0.012,0.213,0.129,DLBC,cBioPortal,,,,
48,A1BG,1,ATP6V0D1,9114,0.436,0.002,0.246,0.092,0.19,0.061,DLBC,cBioPortal,,,,
48,A1BG,1,ATP6V0E1,8992,0.333,0.021,0.28,0.054,0.111,0.078,DLBC,cBioPortal,,,,
48,A1BG,1,ATP6V0E2,155066,0.244,0.095,0.33,0.022,0.059,0.109,DLBC,cBioPortal,,,,
48,A1BG,1,ATP6V1C1,528,-0.144,0.329,-0.271,0.062,0.021,0.074,DLBC,cBioPortal,,,,
48,A1BG,1,ATP6V1D,51382,0.398,0.005,0.383,0.007,0.159,0.147,DLBC,cBioPortal,,,,
48,A1BG,1,ATP6V1E1,529,0.467,0.001,0.404,0.004,0.218,0.163,DLBC,cBioPortal,,,,
48,A1BG,1,ATP6V1G3,127124,0.073,0.624,0.221,0.132,0.005,0.049,DLBC,cBioPortal,,,,
48,A1BG,1,ATP7A,538,-0.438,0.002,-0.428,0.002,0.192,0.183,DLBC,cBioPortal,,,,
48,A1BG,1,ATP7B,540,-0.464,0.001,-0.257,0.078,0.215,0.066,DLBC,cBioPortal,,,,
48,A1BG,1,ATP8B2,57198,-0.469,0.001,-0.408,0.004,0.22,0.166,DLBC,cBioPortal,,,,
48,A1BG,1,ATP8B4,79895,-0.398,0.005,-0.377,0.008,0.158,0.142,DLBC,cBioPortal,,,,
48,A1BG,1,ATP8B5P,158381,0.502,0,0.505,0,0.252,0.255,DLBC,cBioPortal,,,,
48,A1BG,1,ATP9B,374868,-0.392,0.006,-0.366,0.01,0.154,0.134,DLBC,cBioPortal,,,,
48,A1BG,1,ATPAF2,91647,0.376,0.008,0.374,0.009,0.142,0.14,DLBC,cBioPortal,,,,
48,A1BG,1,ATPBD4,89978,-0.393,0.006,-0.321,0.026,0.155,0.103,DLBC,cBioPortal,,,,
48,A1BG,1,ATPIF1,93974,0.563,0,0.642,0,0.316,0.412,DLBC,cBioPortal,,,,
48,A1BG,1,ATR,545,-0.595,0,-0.597,0,0.354,0.356,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ATRIP,84126,0.562,0,0.556,0,0.316,0.309,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ATRN,8455,-0.402,0.005,-0.39,0.006,0.161,0.152,DLBC,cBioPortal,,,,
48,A1BG,1,ATRNL1,26033,0.38,0.008,0.249,0.088,0.144,0.062,DLBC,cBioPortal,,,,
48,A1BG,1,ATRX,546,-0.606,0,-0.559,0,0.367,0.312,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ATXN10,25814,0.313,0.03,0.323,0.025,0.098,0.104,DLBC,cBioPortal,,,,
48,A1BG,1,ATXN1,6310,-0.292,0.044,-0.221,0.131,0.085,0.049,DLBC,cBioPortal,,,,
48,A1BG,1,ATXN1L,342371,-0.527,0,-0.55,0,0.278,0.302,DLBC,cBioPortal,,,,
48,A1BG,1,ATXN2,6311,-0.549,0,-0.516,0,0.301,0.267,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,ATXN2L,11273,-0.589,0,-0.551,0,0.347,0.304,DLBC,cBioPortal,,,,
48,A1BG,1,ATXN7,6314,-0.527,0,-0.5,0,0.278,0.25,DLBC,cBioPortal,,,Yes,No
48,A1BG,1,ATXN7L1,222255,-0.27,0.063,-0.316,0.029,0.073,0.1,DLBC,cBioPortal,,,,
48,A1BG,1,ATXN7L3,56970,-0.456,0.001,-0.434,0.002,0.208,0.189,DLBC,cBioPortal,,,,
48,A1BG,1,ATXN7L3B,552889,-0.522,0,-0.504,0,0.273,0.254,DLBC,cBioPortal,,,,
48,A1BG,1,AUH,549,-0.25,0.087,-0.232,0.113,0.062,0.054,DLBC,cBioPortal,,,,
48,A1BG,1,AUP1,550,0.407,0.004,0.475,0.001,0.165,0.225,DLBC,cBioPortal,,,,
48,A1BG,1,AURKA,6790,-0.46,0.001,-0.423,0.003,0.212,0.179,DLBC,cBioPortal,,,Yes,No
48,A1BG,1,AURKAIP1,54998,0.566,0,0.661,0,0.32,0.436,DLBC,cBioPortal,,,,
48,A1BG,1,AVIL,10677,-0.502,0,-0.373,0.009,0.252,0.139,DLBC,cBioPortal,,,,
48,A1BG,1,AVL9,23080,-0.436,0.002,-0.507,0,0.19,0.258,DLBC,cBioPortal,,,,
48,A1BG,1,AVPI1,60370,0.131,0.375,0.275,0.058,0.017,0.076,DLBC,cBioPortal,,,,
48,A1BG,1,AVPR1A,552,-0.511,0,-0.414,0.003,0.261,0.172,DLBC,cBioPortal,,,,
48,A1BG,1,AVPR1B,553,-0.483,0.001,-0.364,0.011,0.233,0.132,DLBC,cBioPortal,,,,
48,A1BG,1,AZI1,22994,0.646,0,0.604,0,0.417,0.365,DLBC,cBioPortal,,,,
48,A1BG,1,AZI2,64343,-0.37,0.01,-0.353,0.014,0.137,0.125,DLBC,cBioPortal,,,,
48,A1BG,1,AZIN1,51582,-0.383,0.007,-0.446,0.001,0.146,0.199,DLBC,cBioPortal,,,,
48,A1BG,1,B3GALNT2,148789,-0.504,0,-0.44,0.002,0.254,0.194,DLBC,cBioPortal,,,,
48,A1BG,1,B3GALT4,8705,0.559,0,0.45,0.001,0.312,0.203,DLBC,cBioPortal,,,,
48,A1BG,1,B3GALT6,126792,0.537,0,0.527,0,0.288,0.277,DLBC,cBioPortal,,,,
48,A1BG,1,B3GAT2,135152,-0.493,0,-0.518,0,0.243,0.268,DLBC,cBioPortal,,,,
48,A1BG,1,B3GAT3,26229,0.577,0,0.626,0,0.333,0.392,DLBC,cBioPortal,,,,
48,A1BG,1,B4GAT1,11041,0.229,0.117,0.412,0.004,0.053,0.17,DLBC,cBioPortal,,,,
48,A1BG,1,B3GNT5,84002,-0.466,0.001,-0.216,0.141,0.217,0.047,DLBC,cBioPortal,,,,
48,A1BG,1,B3GNTL1,146712,0.3,0.038,0.235,0.108,0.09,0.055,DLBC,cBioPortal,,,,
48,A1BG,1,B4GALT2,8704,0.122,0.407,0.269,0.065,0.015,0.072,DLBC,cBioPortal,,,,
48,A1BG,1,B4GALT4,8702,-0.233,0.111,-0.239,0.102,0.054,0.057,DLBC,cBioPortal,,,,
48,A1BG,1,B4GALT5,9334,-0.338,0.019,-0.313,0.031,0.114,0.098,DLBC,cBioPortal,,,,
48,A1BG,1,B4GALT7,11285,0.584,0,0.669,0,0.341,0.447,DLBC,cBioPortal,,,,
48,A1BG,1,B9D1,27077,0.269,0.064,0.264,0.069,0.073,0.07,DLBC,cBioPortal,,,,
48,A1BG,1,B9D2,80776,0.541,0,0.475,0.001,0.293,0.225,DLBC,cBioPortal,,,,
48,A1BG,1,BAALC,79870,0.241,0.1,0.404,0.004,0.058,0.163,DLBC,cBioPortal,,,Yes,No
48,A1BG,1,BACH1,571,-0.5,0,-0.49,0,0.25,0.24,DLBC,cBioPortal,,,,
48,A1BG,1,BAD,572,0.648,0,0.681,0,0.42,0.463,DLBC,cBioPortal,,,,
48,A1BG,1,BAG1,573,0.457,0.001,0.534,0,0.209,0.285,DLBC,cBioPortal,,,,
48,A1BG,1,BAG3,9531,-0.563,0,-0.613,0,0.317,0.376,DLBC,cBioPortal,,,,
48,A1BG,1,BAG4,9530,-0.643,0,-0.57,0,0.413,0.324,DLBC,cBioPortal,,,,
48,A1BG,1,BAGE2,85319,-0.585,0,-0.435,0.002,0.342,0.189,DLBC,cBioPortal,,,,
48,A1BG,1,BAHCC1,57597,-0.376,0.008,-0.34,0.018,0.141,0.116,DLBC,cBioPortal,,,,
48,A1BG,1,BAHD1,22893,-0.24,0.1,-0.351,0.014,0.058,0.123,DLBC,cBioPortal,,,,
48,A1BG,1,BAI2,576,-0.021,0.889,0.344,0.017,0,0.118,DLBC,cBioPortal,,,,
48,A1BG,1,BAIAP2,10458,0.444,0.002,0.349,0.015,0.197,0.122,DLBC,cBioPortal,,,,
48,A1BG,1,BAIAP2L2,80115,0.424,0.003,0.461,0.001,0.18,0.212,DLBC,cBioPortal,,,,
48,A1BG,1,BANF1,8815,0.569,0,0.599,0,0.324,0.359,DLBC,cBioPortal,,,,
48,A1BG,1,BANK1,55024,-0.329,0.022,-0.21,0.152,0.108,0.044,DLBC,cBioPortal,,,,
48,A1BG,1,BAP1,8314,0.577,0,0.456,0.001,0.333,0.208,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BARD1,580,-0.67,0,-0.481,0.001,0.449,0.231,DLBC,cBioPortal,,,No,Yes
48,A1BG,1,BARHL1,56751,-0.243,0.096,0.32,0.027,0.059,0.102,DLBC,cBioPortal,,,,
48,A1BG,1,BARHL2,343472,0.024,0.871,0.328,0.023,0.001,0.108,DLBC,cBioPortal,,,,
48,A1BG,1,BASP1,10409,0.178,0.226,0.274,0.059,0.032,0.075,DLBC,cBioPortal,,,,
48,A1BG,1,BAT2,7916,-0.275,0.059,-0.348,0.015,0.075,0.121,DLBC,cBioPortal,,,,
48,A1BG,1,BAT2L1,84726,-0.54,0,-0.554,0,0.292,0.307,DLBC,cBioPortal,,,,
48,A1BG,1,BAT2L2,23215,-0.612,0,-0.5,0,0.375,0.25,DLBC,cBioPortal,,,,
48,A1BG,1,BAT4,7918,0.536,0,0.453,0.001,0.287,0.205,DLBC,cBioPortal,,,,
48,A1BG,1,BATF,10538,0.164,0.266,0.257,0.078,0.027,0.066,DLBC,cBioPortal,,,,
48,A1BG,1,BATF2,116071,-0.195,0.185,-0.252,0.083,0.038,0.064,DLBC,cBioPortal,,,,
48,A1BG,1,BAX,581,0.52,0,0.489,0,0.271,0.24,DLBC,cBioPortal,,,No,No
