entrez_gene_id,hugo_symbol,average_expression,number_of_tumour_samples,cancer_type,dataset_name,is_oncogene,is_tumor_suppressor_gene
2512,FTL,35113.823529,119,THYM,cBioPortal,,
567,B2M,52842.430225,178,PCPG,cBioPortal,No,Yes
7316,UBC,33072.323077,65,KICH,cBioPortal,,
2335,FN1,35800.359851,412,STAD,cBioPortal,,
5004,ORM1,136338.453384,366,LIHC,cBioPortal,,
3105,HLA-A,35275.409081,527,UCEC,cBioPortal,No,Yes
60,ACTB,249971.625000,48,DLBC,cBioPortal,No,No
3105,HLA-A,42339.075884,294,CESC,cBioPortal,No,Yes
5034,P4HB,45968.772744,493,PRAD,cBioPortal,,
335,APOA1,208487.120475,366,LIHC,cBioPortal,,
3315,HSPB1,34092.565513,78,ACC,cBioPortal,,
2778,GNAS,81489.147686,497,THCA,cBioPortal,Yes,No
7316,UBC,40486.245763,177,PAAD,cBioPortal,,
6175,RPLP0,58292.277083,48,DLBC,cBioPortal,,
1938,EEF2,49819.435340,515,HNSC,cBioPortal,,
23436,CELA3B,31340.359453,177,PAAD,cBioPortal,,
2335,FN1,90779.641887,177,PAAD,cBioPortal,,
71,ACTG1,109578.580263,76,SKCM,cBioPortal,No,Yes
6122,RPL3,43741.993076,592,COADREAD,cBioPortal,,
6223,RPS19,43131.200351,57,UCS,cBioPortal,,
60,ACTB,125911.824138,87,MESO,cBioPortal,No,No
3320,HSP90AA1,31271.229529,1082,BRCA,cBioPortal,Yes,No
1938,EEF2,51283.120233,514,LGG,cBioPortal,,
3860,KRT13,62967.289704,515,HNSC,cBioPortal,,
5179,PENK,99837.742263,178,PCPG,cBioPortal,,
5644,PRSS1,173570.707884,177,PAAD,cBioPortal,No,No
7316,UBC,34888.346794,300,OV,cBioPortal,,
6175,RPLP0,34937.209766,493,PRAD,cBioPortal,,
6191,RPS4X,51381.200000,119,THYM,cBioPortal,,
3040,HBA2,53308.450799,173,LAML,cBioPortal,,
3329,HSPD1,31611.905897,78,ACC,cBioPortal,,
6132,RPL8,36309.047222,36,CHOL,cBioPortal,,
7316,UBC,35197.566784,283,KIRP,cBioPortal,,
1509,CTSD,40131.625385,78,ACC,cBioPortal,,
351,APP,36826.954382,283,KIRP,cBioPortal,,
7117,TMSL3,67434.327586,87,MESO,cBioPortal,,
7178,TPT1,66001.804314,510,LUAD,cBioPortal,,
6132,RPL8,39894.872414,87,MESO,cBioPortal,,
6175,RPLP0,43066.515642,592,COADREAD,cBioPortal,,
567,B2M,47684.855874,592,COADREAD,cBioPortal,No,Yes
6696,SPP1,42495.687600,65,KICH,cBioPortal,,
2023,ENO1,32460.149712,139,GBM,cBioPortal,,
481,ATP1B1,38263.235538,65,KICH,cBioPortal,,
8682,PEA15,49643.588911,514,LGG,cBioPortal,,
6191,RPS4X,92061.665000,80,UVM,cBioPortal,,
3315,HSPB1,32787.186806,407,BLCA,cBioPortal,,
60,ACTB,140128.366796,515,HNSC,cBioPortal,No,No
1504,CTRB1,46288.154766,177,PAAD,cBioPortal,,
6222,RPS18,33258.699035,527,UCEC,cBioPortal,,
1937,EEF1G,45616.727083,48,DLBC,cBioPortal,,
6229,RPS24,37574.404698,149,TGCT,cBioPortal,,
8755,ADAM6,31451.890390,407,BLCA,cBioPortal,,
2597,GAPDH,127327.843421,76,SKCM,cBioPortal,,
3320,HSP90AA1,53389.657718,149,TGCT,cBioPortal,Yes,No
26986,PABPC1,43266.152167,592,COADREAD,cBioPortal,,
3107,HLA-C,30781.260462,65,KICH,cBioPortal,No,Yes
203068,TUBB,40569.605546,119,THYM,cBioPortal,,
2316,FLNA,31930.344342,76,SKCM,cBioPortal,,
6205,RPS11,34903.581557,527,UCEC,cBioPortal,,
2495,FTH1,59639.740200,300,OV,cBioPortal,,
348,APOE,41135.314000,80,UVM,cBioPortal,,
7117,TMSL3,31968.844373,510,KIRC,cBioPortal,,
6132,RPL8,32843.332314,181,ESCA,cBioPortal,,
351,APP,31142.497938,514,LGG,cBioPortal,,
6191,RPS4X,48029.927096,300,OV,cBioPortal,,
2495,FTH1,62422.446448,366,LIHC,cBioPortal,,
1281,COL3A1,92955.048596,57,UCS,cBioPortal,,
63827,BCAN,34154.867583,139,GBM,cBioPortal,,
2778,GNAS,34955.916384,177,PAAD,cBioPortal,Yes,No
3488,IGFBP5,46746.400256,497,THCA,cBioPortal,,
633,BGN,31579.745561,253,SARC,cBioPortal,,
7178,TPT1,67923.083616,177,PAAD,cBioPortal,,
7316,UBC,44416.451282,78,ACC,cBioPortal,,
7534,YWHAZ,33563.749109,181,ESCA,cBioPortal,,
4915,NTRK2,38733.151230,514,LGG,cBioPortal,Yes,No
71,ACTG1,63191.177774,283,KIRP,cBioPortal,No,Yes
226,ALDOA,50064.657692,78,ACC,cBioPortal,,
960,CD44,75194.271250,80,UVM,cBioPortal,,
6696,SPP1,76523.225791,139,GBM,cBioPortal,,
2335,FN1,52854.154433,515,HNSC,cBioPortal,,
3107,HLA-C,51872.552083,48,DLBC,cBioPortal,No,Yes
3106,HLA-B,39297.409819,497,THCA,cBioPortal,No,Yes
7117,TMSL3,43650.901681,412,STAD,cBioPortal,,
6222,RPS18,51180.050877,57,UCS,cBioPortal,,
1936,EEF1D,36494.443750,80,UVM,cBioPortal,,
